index,Player,SACK,INT,FR,FF,TD,SAFETY,PA,YDS AGN,FPTS,Position,FG,FGA,XPT,PASSING ATT,PASSING CMP,PASSING YDS,PASSING TDS,PASSING INTS,RUSHING ATT,RUSHING YDS,RUSHING TDS,MISC FL,MISC FPTS,RECEIVING REC,RECEIVING YDS,RECEIVING TDS
0,RamsD/ST,3.0,1.2,0.7,1.2,0.2,0.0,19.7,370.7,9.1,dst,,,,,,,,,,,,,,,,
1,ChargersD/ST,3.4,1.1,0.6,0.8,0.2,0.0,13.3,279.1,9.0,dst,,,,,,,,,,,,,,,,
2,PatriotsD/ST,2.6,1.1,0.6,1.1,0.2,0.1,15.9,320.5,8.2,dst,,,,,,,,,,,,,,,,
3,SteelersD/ST,3.0,0.9,0.6,1.1,0.2,0.0,19.2,322.4,8.0,dst,,,,,,,,,,,,,,,,
4,SeahawksD/ST,3.6,1.0,0.7,1.1,0.2,0.0,20.0,317.7,7.9,dst,,,,,,,,,,,,,,,,
5,RavensD/ST,2.5,1.1,0.6,0.8,0.2,0.0,18.5,335.9,7.9,dst,,,,,,,,,,,,,,,,
6,JaguarsD/ST,2.9,0.9,0.5,0.9,0.2,0.0,18.9,318.3,7.7,dst,,,,,,,,,,,,,,,,
7,ColtsD/ST,2.8,0.7,0.7,1.3,0.1,0.0,19.2,341.1,7.6,dst,,,,,,,,,,,,,,,,
8,VikingsD/ST,2.7,0.9,0.6,0.8,0.1,0.1,19.0,320.1,7.5,dst,,,,,,,,,,,,,,,,
9,BroncosD/ST,2.7,0.7,0.7,1.2,0.1,0.0,17.6,318.2,7.4,dst,,,,,,,,,,,,,,,,
10,PanthersD/ST,3.4,0.9,0.6,1.0,0.1,0.0,25.1,348.4,7.3,dst,,,,,,,,,,,,,,,,
11,PackersD/ST,2.9,0.9,0.7,1.2,0.2,0.0,20.6,348.4,7.1,dst,,,,,,,,,,,,,,,,
12,BearsD/ST,2.6,0.7,0.6,1.0,0.1,0.0,17.1,300.0,7.1,dst,,,,,,,,,,,,,,,,
13,RedskinsD/ST,2.9,1.0,0.7,1.1,0.1,0.0,24.3,352.6,7.0,dst,,,,,,,,,,,,,,,,
14,TexansD/ST,2.6,1.0,0.6,1.1,0.2,0.0,20.5,356.5,6.9,dst,,,,,,,,,,,,,,,,
15,FalconsD/ST,3.1,0.8,0.6,0.9,0.1,0.1,20.7,318.0,6.8,dst,,,,,,,,,,,,,,,,
16,CardinalsD/ST,3.3,0.7,0.7,1.0,0.1,0.0,25.4,359.0,6.8,dst,,,,,,,,,,,,,,,,
17,ChiefsD/ST,2.6,0.9,0.6,1.0,0.2,0.0,23.0,350.6,6.7,dst,,,,,,,,,,,,,,,,
18,BrownsD/ST,2.4,0.8,0.7,1.2,0.1,0.0,25.2,360.0,6.1,dst,,,,,,,,,,,,,,,,
19,SaintsD/ST,2.7,0.6,0.6,1.1,0.1,0.0,22.9,372.2,6.1,dst,,,,,,,,,,,,,,,,
20,GiantsD/ST,2.2,0.9,0.5,0.7,0.1,0.0,22.2,343.7,5.9,dst,,,,,,,,,,,,,,,,
21,BengalsD/ST,2.0,1.0,0.5,0.6,0.1,0.0,22.6,364.6,5.9,dst,,,,,,,,,,,,,,,,
22,TitansD/ST,2.5,0.7,0.5,0.6,0.1,0.0,23.2,369.6,5.8,dst,,,,,,,,,,,,,,,,
23,CowboysD/ST,2.3,0.7,0.6,1.1,0.1,0.0,21.1,331.2,5.7,dst,,,,,,,,,,,,,,,,
24,BuccaneersD/ST,2.3,0.7,0.6,1.0,0.1,0.0,29.3,409.1,5.7,dst,,,,,,,,,,,,,,,,
25,DolphinsD/ST,2.2,0.8,0.5,0.7,0.1,0.0,27.7,412.6,5.6,dst,,,,,,,,,,,,,,,,
26,EaglesD/ST,2.7,0.5,0.5,0.8,0.1,0.0,23.9,352.2,5.5,dst,,,,,,,,,,,,,,,,
27,LionsD/ST,2.2,0.6,0.6,0.8,0.1,0.0,28.9,428.1,5.2,dst,,,,,,,,,,,,,,,,
28,BillsD/ST,1.8,0.7,0.6,0.9,0.1,0.0,23.1,351.4,5.1,dst,,,,,,,,,,,,,,,,
29,RaidersD/ST,2.0,0.7,0.5,0.8,0.1,0.0,24.5,357.9,5.1,dst,,,,,,,,,,,,,,,,
0,Greg Zuerlein,,,,,,,,,9.1,k,2.1,2.4,2.7,,,,,,,,,,,,,
1,Justin Tucker,,,,,,,,,8.6,k,2.1,2.3,2.4,,,,,,,,,,,,,
2,Harrison Butker,,,,,,,,,8.5,k,1.8,2.0,3.1,,,,,,,,,,,,,
3,Ka'imi Fairbairn,,,,,,,,,8.5,k,2.1,2.3,2.3,,,,,,,,,,,,,
4,Jason Myers,,,,,,,,,8.3,k,2.0,2.2,2.5,,,,,,,,,,,,,
5,Mason Crosby,,,,,,,,,8.1,k,2.0,2.3,2.2,,,,,,,,,,,,,
6,Matt Bryant,,,,,,,,,8.0,k,1.9,2.1,2.2,,,,,,,,,,,,,
7,Stephen Gostkowski,,,,,,,,,7.9,k,1.9,2.1,2.4,,,,,,,,,,,,,
8,Adam Vinatieri,,,,,,,,,7.8,k,1.8,2.2,2.5,,,,,,,,,,,,,
9,Wil Lutz,,,,,,,,,7.6,k,1.8,2.1,2.2,,,,,,,,,,,,,
10,Brett Maher,,,,,,,,,7.6,k,1.8,2.1,2.2,,,,,,,,,,,,,
11,Dustin Hopkins,,,,,,,,,7.5,k,1.9,2.1,1.9,,,,,,,,,,,,,
12,Aldrick Rosas,,,,,,,,,7.4,k,1.7,1.9,2.4,,,,,,,,,,,,,
13,Ty Long,,,,,,,,,7.3,k,1.7,1.9,2.3,,,,,,,,,,,,,
14,Josh Lambo,,,,,,,,,7.2,k,1.9,2.0,1.5,,,,,,,,,,,,,
15,Matt Prater,,,,,,,,,7.1,k,1.6,1.8,2.2,,,,,,,,,,,,,
16,Matt Gay,,,,,,,,,7.1,k,1.7,2.0,1.9,,,,,,,,,,,,,
17,Jake Elliott,,,,,,,,,7.1,k,1.7,1.9,2.0,,,,,,,,,,,,,
18,Eddy Pineiro,,,,,,,,,7.0,k,1.7,1.9,1.9,,,,,,,,,,,,,
19,Joey Slye,,,,,,,,,6.9,k,1.7,1.9,1.9,,,,,,,,,,,,,
20,Chris Boswell,,,,,,,,,6.8,k,1.5,1.8,2.3,,,,,,,,,,,,,
21,Randy Bullock,,,,,,,,,6.8,k,1.6,1.9,2.0,,,,,,,,,,,,,
22,Austin Seibert,,,,,,,,,6.7,k,1.7,1.9,1.7,,,,,,,,,,,,,
23,Brandon McManus,,,,,,,,,6.6,k,1.6,1.8,1.8,,,,,,,,,,,,,
24,Daniel Carlson,,,,,,,,,6.6,k,1.6,1.8,1.8,,,,,,,,,,,,,
25,Cairo Santos,,,,,,,,,6.4,k,1.5,1.7,2.0,,,,,,,,,,,,,
26,Zane Gonzalez,,,,,,,,,6.4,k,1.5,1.8,1.9,,,,,,,,,,,,,
27,Dan Bailey,,,,,,,,,6.3,k,1.5,1.8,1.7,,,,,,,,,,,,,
28,Steven Hauschka,,,,,,,,,5.6,k,1.3,1.5,1.6,,,,,,,,,,,,,
29,Jason Sanders,,,,,,,,,5.3,k,1.2,1.3,1.7,,,,,,,,,,,,,
0,Patrick Mahomes,,,,,,,,,24.2,qb,,,,37.0,24.2,337.8,2.6,0.5,2.5,8.8,0.1,0.1,24.2,,,
1,Lamar Jackson,,,,,,,,,21.0,qb,,,,31.5,19.8,236.6,1.5,0.5,10.2,52.3,0.3,0.3,21.0,,,
2,Russell Wilson,,,,,,,,,20.9,qb,,,,32.2,21.3,267.3,2.1,0.5,5.2,28.3,0.1,0.2,20.9,,,
3,Deshaun Watson,,,,,,,,,20.7,qb,,,,33.5,22.4,268.3,1.9,0.9,5.9,33.3,0.2,0.2,20.7,,,
4,Jared Goff,,,,,,,,,20.0,qb,,,,35.3,23.3,293.9,2.1,0.5,2.7,7.0,0.1,0.2,20.0,,,
5,Philip Rivers,,,,,,,,,19.3,qb,,,,36.2,24.2,297.3,2.1,0.6,1.2,2.6,0.0,0.1,19.3,,,
6,Dak Prescott,,,,,,,,,19.1,qb,,,,31.7,21.7,261.3,1.7,0.5,3.7,18.3,0.2,0.2,19.1,,,
7,Aaron Rodgers,,,,,,,,,18.3,qb,,,,33.8,21.9,261.2,1.9,0.3,2.4,11.8,0.0,0.2,18.3,,,
8,Daniel Jones,,,,,,,,,18.2,qb,,,,36.8,24.8,264.8,1.9,1.0,4.0,19.4,0.1,0.2,18.2,,,
9,Matt Ryan,,,,,,,,,18.0,qb,,,,36.4,25.0,286.1,1.9,0.8,1.8,6.5,0.0,0.2,18.0,,,
10,Matthew Stafford,,,,,,,,,17.4,qb,,,,36.5,22.7,274.1,1.7,0.7,2.4,9.4,0.1,0.2,17.4,,,
11,Kyler Murray,,,,,,,,,16.9,qb,,,,37.5,23.5,248.4,1.7,1.1,4.5,23.7,0.1,0.3,16.9,,,
12,Carson Wentz,,,,,,,,,16.7,qb,,,,35.8,22.8,264.1,1.7,0.9,3.2,12.4,0.1,0.2,16.7,,,
13,Tom Brady,,,,,,,,,16.6,qb,,,,35.8,23.1,256.1,1.8,0.5,1.1,1.7,0.1,0.1,16.6,,,
14,Jameis Winston,,,,,,,,,16.4,qb,,,,35.2,21.1,280.7,1.6,1.2,3.0,12.8,0.1,0.2,16.4,,,
15,Jacoby Brissett,,,,,,,,,16.2,qb,,,,32.3,20.1,230.6,1.5,0.5,3.6,13.9,0.1,0.2,16.2,,,
16,Mason Rudolph,,,,,,,,,15.5,qb,,,,35.0,22.5,268.4,1.5,1.0,2.4,9.3,0.1,0.2,15.5,,,
17,Josh Allen,,,,,,,,,15.4,qb,,,,33.0,18.3,229.6,0.9,1.1,6.5,36.2,0.2,0.3,15.4,,,
18,Marcus Mariota,,,,,,,,,15.1,qb,,,,30.6,20.1,221.7,1.2,0.6,4.4,25.4,0.1,0.2,15.1,,,
19,Case Keenum,,,,,,,,,15.0,qb,,,,35.5,24.0,263.8,1.4,0.9,1.7,5.5,0.0,0.2,15.0,,,
20,Kyle Allen,,,,,,,,,14.6,qb,,,,35.6,23.3,252.8,1.6,1.0,1.4,4.3,0.0,0.2,14.6,,,
21,Andy Dalton,,,,,,,,,14.6,qb,,,,36.6,23.5,261.2,1.4,0.9,1.7,6.0,0.0,0.2,14.6,,,
22,Baker Mayfield,,,,,,,,,14.3,qb,,,,34.5,21.5,273.8,1.3,1.1,1.7,5.4,0.0,0.2,14.3,,,
23,Mitch Trubisky,,,,,,,,,13.9,qb,,,,32.4,20.7,217.6,1.2,0.9,3.7,19.8,0.1,0.2,13.9,,,
24,Derek Carr,,,,,,,,,13.5,qb,,,,33.6,24.0,241.0,1.2,0.7,1.5,5.0,0.0,0.2,13.5,,,
