index,FF,FG,FGA,FPTS,FR,INT,MISC FL,MISC FPTS,PA,PASSING ATT,PASSING CMP,PASSING INTS,PASSING TDS,PASSING YDS,Player,Position,RECEIVING REC,RECEIVING TDS,RECEIVING YDS,RUSHING ATT,RUSHING TDS,RUSHING YDS,SACK,SAFETY,TD,XPT,YDS AGN
148,,,,,,,0.0,26.2,,,,,,,Zach Pascal,wr,9.4,0.7,125.3,0.1,0.0,0.2,,,,,
149,,,,,,,0.0,26.2,,,,,,,Jakobi Meyers,wr,9.5,0.7,122.3,0.0,0.0,0.0,,,,,
150,,,,,,,0.1,26.0,,,,,,,Travis Fulgham,wr,9.6,0.7,124.0,0.0,0.0,0.0,,,,,
151,,,,,,,0.0,24.7,,,,,,,Russell Shepard,wr,8.3,0.7,121.3,0.0,0.0,0.1,,,,,
152,,,,,,,0.0,23.9,,,,,,,Russell Gage,wr,8.5,0.8,107.1,0.0,0.0,0.0,,,,,
153,,,,,,,0.0,23.9,,,,,,,Andy Jones,wr,9.9,0.3,122.3,0.0,0.0,0.0,,,,,
154,,,,,,,0.0,23.2,,,,,,,Cody Core,wr,9.5,0.4,111.8,0.0,0.0,0.0,,,,,
155,,,,,,,0.1,22.7,,,,,,,Kelvin Harmon,wr,8.5,0.6,108.0,0.0,0.0,0.0,,,,,
156,,,,,,,0.0,22.6,,,,,,,Marvin Hall,wr,7.9,0.5,116.7,0.0,0.0,0.0,,,,,
157,,,,,,,0.0,22.4,,,,,,,Riley Ridley,wr,8.4,0.6,105.8,0.0,0.0,0.0,,,,,
158,,,,,,,0.0,22.2,,,,,,,Brian Quick,wr,8.5,0.6,103.0,0.0,0.0,0.0,,,,,
159,,,,,,,0.1,21.6,,,,,,,Chris Lacy,wr,8.7,0.5,98.6,0.0,0.0,0.0,,,,,
160,,,,,,,0.0,21.1,,,,,,,DeAndre Carter,wr,8.1,0.6,93.7,0.1,0.0,0.2,,,,,
161,,,,,,,0.0,21.0,,,,,,,Terry Godwin,wr,7.6,0.5,102.2,0.0,0.0,0.0,,,,,
162,,,,,,,0.0,20.8,,,,,,,Austin Carr,wr,6.9,0.8,89.9,0.0,0.0,0.0,,,,,
163,,,,,,,0.0,20.4,,,,,,,Darvin Kidsy,wr,5.9,0.9,89.1,0.0,0.0,0.0,,,,,
164,,,,,,,0.0,20.3,,,,,,,Jehu Chesson,wr,6.8,0.6,100.2,0.1,0.0,0.1,,,,,
165,,,,,,,0.0,19.3,,,,,,,Artavis Scott,wr,7.2,0.5,90.0,0.0,0.0,0.0,,,,,
166,,,,,,,0.0,18.5,,,,,,,Jordan Matthews,wr,7.4,0.4,87.2,0.0,0.0,0.0,,,,,
167,,,,,,,0.0,18.4,,,,,,,Deontay Burnett,wr,7.1,0.6,78.3,0.0,0.0,0.0,,,,,
168,,,,,,,0.0,17.1,,,,,,,Geremy Davis,wr,6.0,0.5,83.2,0.0,0.0,0.0,,,,,
169,,,,,,,0.1,16.8,,,,,,,Josh Malone,wr,7.0,0.2,86.8,0.3,0.0,-0.2,,,,,
170,,,,,,,0.0,16.5,,,,,,,Byron Marshall,wr,5.4,0.2,97.4,0.4,0.0,1.0,,,,,
171,,,,,,,0.0,16.4,,,,,,,Mack Hollins,wr,4.8,0.6,81.1,0.0,0.0,0.0,,,,,
172,,,,,,,0.0,16.3,,,,,,,Josh Bellamy,wr,5.4,0.5,81.6,0.1,0.0,-0.1,,,,,
173,,,,,,,0.0,16.1,,,,,,,Vyncint Smith,wr,5.6,0.5,78.4,0.0,0.0,0.0,,,,,
174,,,,,,,0.0,16.0,,,,,,,Braxton Miller,wr,5.7,0.5,74.7,0.0,0.0,0.2,,,,,
175,,,,,,,0.0,16.0,,,,,,,Tommylee Lewis,wr,6.0,0.5,67.1,0.3,0.0,2.0,,,,,
176,,,,,,,0.0,15.9,,,,,,,K.J. Brent,wr,7.4,0.3,66.5,0.0,0.0,0.0,,,,,
177,,,,,,,0.0,15.7,,,,,,,Maurice Harris,wr,5.1,0.5,73.1,0.3,0.0,1.5,,,,,
178,,,,,,,0.0,15.7,,,,,,,Tanner Gentry,wr,5.6,0.4,76.9,0.0,0.0,0.0,,,,,
179,,,,,,,0.0,14.8,,,,,,,Brice Butler,wr,5.9,0.3,70.1,0.0,0.0,0.0,,,,,
180,,,,,,,0.0,14.8,,,,,,,Kalif Raymond,wr,6.0,0.3,68.9,0.0,0.0,0.0,,,,,
181,,,,,,,0.0,14.8,,,,,,,Derrick Willies,wr,5.1,0.5,70.1,0.0,0.0,0.0,,,,,
182,,,,,,,0.0,14.7,,,,,,,Aldrick Robinson,wr,4.2,0.5,75.8,0.0,0.0,0.1,,,,,
183,,,,,,,0.0,14.3,,,,,,,Keon Hatcher,wr,6.1,0.2,71.9,0.0,0.0,0.0,,,,,
184,,,,,,,0.0,14.3,,,,,,,Quadree Henderson,wr,5.2,0.5,63.5,0.0,0.0,0.0,,,,,
185,,,,,,,0.0,14.3,,,,,,,Noah Brown,wr,5.2,0.4,69.1,0.0,0.0,0.0,,,,,
186,,,,,,,0.0,13.9,,,,,,,Cameron Meredith,wr,6.3,0.2,61.6,0.0,0.0,0.0,,,,,
187,,,,,,,0.0,13.6,,,,,,,Trevor Davis,wr,4.8,0.4,64.6,0.0,0.0,0.4,,,,,
188,,,,,,,0.0,13.5,,,,,,,Brandon Zylstra,wr,4.7,0.4,64.1,0.0,0.0,0.0,,,,,
189,,,,,,,0.0,13.1,,,,,,,Richie James,wr,5.3,0.2,67.9,0.0,0.0,0.0,,,,,
190,,,,,,,0.0,12.7,,,,,,,Darius Jennings,wr,5.5,0.3,56.3,0.5,0.0,1.1,,,,,
191,,,,,,,0.0,11.9,,,,,,,Damion Ratley,wr,3.8,0.5,53.5,0.0,0.0,0.0,,,,,
192,,,,,,,0.0,11.8,,,,,,,Rashad Ross,wr,3.2,0.8,40.9,0.0,0.0,0.0,,,,,
193,,,,,,,0.0,11.8,,,,,,,Marcus Kemp,wr,4.5,0.2,59.9,0.0,0.0,0.6,,,,,
194,,,,,,,0.0,11.7,,,,,,,Kevin White,wr,4.2,0.3,57.1,0.0,0.0,0.0,,,,,
195,,,,,,,0.0,11.7,,,,,,,Auden Tate,wr,4.8,0.1,60.8,0.0,0.0,0.0,,,,,
196,,,,,,,0.0,11.3,,,,,,,Malik Turner,wr,4.3,0.5,40.7,0.0,0.0,0.0,,,,,
197,,,,,,,0.0,11.3,,,,,,,Dwayne Harris,wr,4.7,0.0,54.1,1.3,0.0,7.7,,,,,
198,,,,,,,0.0,11.2,,,,,,,Allen Lazard,wr,4.9,0.2,48.9,0.0,0.0,0.0,,,,,
199,,,,,,,0.0,11.0,,,,,,,Victor Bolden Jr.,wr,4.2,0.2,57.8,0.0,0.0,0.0,,,,,
200,,,,,,,0.0,10.8,,,,,,,Vince Mayle,wr,2.6,0.6,44.8,0.1,0.0,-0.1,,,,,
201,,,,,,,0.0,10.7,,,,,,,Hunter Sharp,wr,3.9,0.3,51.6,0.0,0.0,0.0,,,,,
202,,,,,,,0.0,10.6,,,,,,,Brandon Powell,wr,5.0,0.2,46.2,0.1,0.0,0.2,,,,,
203,,,,,,,0.0,10.5,,,,,,,Johnny Holton,wr,4.2,0.2,50.9,0.0,0.0,0.0,,,,,
204,,,,,,,0.0,10.5,,,,,,,River Cracraft,wr,2.9,0.3,55.4,0.0,0.0,0.0,,,,,
205,,,,,,,0.0,10.5,,,,,,,Cam Phillips,wr,3.9,0.2,55.0,0.0,0.0,0.0,,,,,
206,,,,,,,0.0,9.3,,,,,,,J'Mon Moore,wr,4.4,0.1,45.4,0.0,0.0,0.0,,,,,
207,,,,,,,0.0,9.1,,,,,,,Ray-Ray McCloud,wr,2.0,0.2,39.9,3.4,0.1,16.1,,,,,
208,,,,,,,0.0,9.0,,,,,,,Mike Thomas,wr,3.1,0.4,37.9,0.0,0.0,0.0,,,,,
209,,,,,,,0.0,8.9,,,,,,,Devin Smith,wr,3.1,0.4,36.8,0.0,0.0,0.0,,,,,
210,,,,,,,0.0,8.9,,,,,,,Cedrick Wilson,wr,3.1,0.4,36.8,0.0,0.0,0.0,,,,,
211,,,,,,,0.0,8.9,,,,,,,Charles Johnson,wr,3.2,0.3,36.9,0.0,0.0,0.0,,,,,
212,,,,,,,0.0,8.7,,,,,,,Isaiah Ford,wr,3.3,0.2,43.7,0.0,0.0,0.0,,,,,
213,,,,,,,0.0,8.4,,,,,,,Dontrelle Inman,wr,2.6,0.3,39.7,0.0,0.0,0.0,,,,,
214,,,,,,,0.0,8.3,,,,,,,Olabisi Johnson,wr,3.2,0.2,39.1,0.0,0.0,0.0,,,,,
215,,,,,,,0.0,8.3,,,,,,,Gehrig Dieter,wr,3.1,0.3,36.2,0.0,0.0,0.0,,,,,
216,,,,,,,0.0,8.2,,,,,,,Greg Dortch,wr,3.0,0.2,38.6,0.0,0.0,0.0,,,,,
217,,,,,,,0.0,8.2,,,,,,,Cam Sims,wr,3.3,0.2,40.0,0.0,0.0,0.0,,,,,
218,,,,,,,0.0,8.1,,,,,,,DeAndrew White,wr,2.6,0.4,31.9,0.0,0.0,0.0,,,,,
219,,,,,,,0.0,7.8,,,,,,,Tim White,wr,2.7,0.3,34.5,0.0,0.0,0.0,,,,,
220,,,,,,,0.0,7.7,,,,,,,Terrelle Pryor,wr,2.8,0.2,37.9,0.0,0.0,0.0,,,,,
221,,,,,,,0.0,7.6,,,,,,,Brittan Golden,wr,2.6,0.3,35.1,0.0,0.0,0.0,,,,,
222,,,,,,,0.0,7.3,,,,,,,Chad Hansen,wr,2.4,0.3,32.3,0.0,0.0,0.0,,,,,
223,,,,,,,0.0,7.3,,,,,,,Javon Wims,wr,2.5,0.2,35.7,0.0,0.0,0.0,,,,,
224,,,,,,,0.0,7.1,,,,,,,JoJo Natson,wr,1.8,0.2,43.0,0.1,0.0,0.0,,,,,
225,,,,,,,0.0,6.7,,,,,,,Jaleel Scott,wr,2.6,0.2,32.9,0.0,0.0,0.0,,,,,
226,,,,,,,0.0,6.7,,,,,,,Deonte Thompson,wr,2.6,0.2,31.2,0.1,0.0,-0.1,,,,,
227,,,,,,,0.0,6.4,,,,,,,J.J. Jones,wr,2.3,0.1,31.5,0.2,0.0,0.9,,,,,
228,,,,,,,0.0,5.9,,,,,,,Nick Williams,wr,2.2,0.1,29.7,0.0,0.0,0.0,,,,,
229,,,,,,,0.0,5.8,,,,,,,Andre Roberts,wr,2.6,0.1,27.0,0.0,0.0,0.6,,,,,
230,,,,,,,0.0,5.7,,,,,,,Michael Floyd,wr,2.2,0.1,26.5,0.0,0.0,0.0,,,,,
231,,,,,,,0.0,5.7,,,,,,,Charone Peake,wr,1.9,0.1,30.6,0.0,0.0,0.0,,,,,
232,,,,,,,0.0,5.6,,,,,,,Chad Williams,wr,2.1,0.2,26.5,0.1,0.0,0.2,,,,,
233,,,,,,,0.0,5.6,,,,,,,Isaac Whitney,wr,2.1,0.2,25.5,0.0,0.0,0.0,,,,,
234,,,,,,,0.0,5.5,,,,,,,Damiere Byrd,wr,2.8,0.0,27.4,0.1,0.0,0.2,,,,,
235,,,,,,,0.0,5.2,,,,,,,Trent Sherfield,wr,1.9,0.2,23.5,0.0,0.0,0.0,,,,,
236,,,,,,,0.0,5.1,,,,,,,Pharoh Cooper,wr,2.7,0.0,24.2,0.1,0.0,0.1,,,,,
237,,,,,,,0.0,5.1,,,,,,,Khadarel Hodge,wr,2.1,0.1,23.6,0.0,0.0,0.0,,,,,
238,,,,,,,0.0,4.7,,,,,,,Byron Pringle,wr,1.7,0.2,21.2,0.0,0.0,0.0,,,,,
239,,,,,,,0.0,4.7,,,,,,,Marcus Green,wr,1.7,0.1,21.6,0.0,0.0,0.0,,,,,
240,,,,,,,0.0,4.6,,,,,,,Krishawn Hogan,wr,1.8,0.2,15.8,0.0,0.0,0.0,,,,,
241,,,,,,,0.0,4.3,,,,,,,Marcus Johnson,wr,1.5,0.1,19.9,0.0,0.0,0.3,,,,,
242,,,,,,,0.0,4.2,,,,,,,Juwann Winfree,wr,1.7,0.1,20.2,0.0,0.0,0.0,,,,,
243,,,,,,,0.0,3.8,,,,,,,Keenan Reynolds,wr,1.4,0.1,17.2,0.0,0.0,0.0,,,,,
244,,,,,,,0.0,1.8,,,,,,,Matt Slater,wr,0.7,0.0,8.4,0.0,0.0,0.0,,,,,
245,,,,,,,0.0,0.0,,,,,,,Cam Batson,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
246,,,,,,,0.0,0.0,,,,,,,Jordan Lasley,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
247,,,,,,,0.0,0.0,,,,,,,Daurice Fountain,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
248,,,,,,,0.0,0.0,,,,,,,Kelvin McKnight,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
249,,,,,,,0.0,0.0,,,,,,,Ashton Dulin,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
250,,,,,,,0.0,0.0,,,,,,,Tanner McEvoy,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
251,,,,,,,0.0,0.0,,,,,,,Antoine Wesley,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
252,,,,,,,0.0,0.0,,,,,,,Brendan Langley,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
253,,,,,,,0.0,0.0,,,,,,,Roger Lewis,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
254,,,,,,,0.0,0.0,,,,,,,Dillon Mitchell,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
255,,,,,,,0.0,0.0,,,,,,,Tre McBride,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
256,,,,,,,0.0,0.0,,,,,,,Robert Davis,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
257,,,,,,,0.0,0.0,,,,,,,Emmanuel Butler,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
258,,,,,,,0.0,0.0,,,,,,,Joe Webb,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
259,,,,,,,0.0,0.0,,,,,,,Da'Mari Scott,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
260,,,,,,,0.0,0.0,,,,,,,DeAngelo Yancey,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
261,,,,,,,0.0,0.0,,,,,,,Emanuel Hall,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
262,,,,,,,0.0,0.0,,,,,,,Braxton Berrios,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
263,,,,,,,0.0,0.0,,,,,,,Tyre Brady,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
264,,,,,,,0.0,0.0,,,,,,,Jester Weah,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
265,,,,,,,0.0,0.0,,,,,,,Austin Proehl,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
266,,,,,,,0.0,0.0,,,,,,,Penny Hart,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
267,,,,,,,0.0,0.0,,,,,,,Alonzo Russell,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
268,,,,,,,0.0,0.0,,,,,,,Taquan Mizzell,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
269,,,,,,,0.0,0.0,,,,,,,Simmie Cobbs Jr.,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
270,,,,,,,0.0,0.0,,,,,,,Marken Michel,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
271,,,,,,,0.0,0.0,,,,,,,Carlton Agudosi,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
272,,,,,,,0.0,0.0,,,,,,,Jaydon Mickens,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
273,,,,,,,0.0,0.0,,,,,,,Lil'Jordan Humphrey,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
274,,,,,,,0.0,0.0,,,,,,,John Ursua,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
275,,,,,,,0.0,0.0,,,,,,,Chris Thompson,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
276,,,,,,,0.0,0.0,,,,,,,Malachi Dupre,wr,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
0,,,,,,,0.6,279.3,,,,,,,Travis Kelce,te,98.7,9.4,1252.1,,,,,,,,
1,,,,,,,0.4,237.9,,,,,,,George Kittle,te,84.5,6.4,1156.6,,,,,,,,
2,,,,,,,0.5,230.0,,,,,,,Zach Ertz,te,91.3,7.1,968.0,,,,,,,,
3,,,,,,,0.5,179.1,,,,,,,Evan Engram,te,67.7,5.3,807.4,,,,,,,,
4,,,,,,,0.5,175.4,,,,,,,O.J. Howard,te,56.7,6.4,812.8,,,,,,,,
5,,,,,,,0.4,172.1,,,,,,,Jared Cook,te,60.9,5.9,764.5,,,,,,,,
6,,,,,,,0.5,161.7,,,,,,,Hunter Henry,te,55.3,6.1,705.6,,,,,,,,
7,,,,,,,0.5,153.7,,,,,,,Vance McDonald,te,58.5,4.9,670.5,,,,,,,,
8,,,,,,,0.5,149.4,,,,,,,Jordan Reed,te,63.4,3.8,641.3,,,,,,,,
9,,,,,,,0.4,146.4,,,,,,,David Njoku,te,54.1,4.9,638.8,,,,,,,,
10,,,,,,,0.4,146.1,,,,,,,Austin Hooper,te,61.4,4.3,597.8,,,,,,,,
11,,,,,,,0.4,145.4,,,,,,,Eric Ebron,te,51.5,6.1,582.5,,,,,,,,
12,,,,,,,0.5,141.6,,,,,,,Delanie Walker,te,56.1,4.1,620.2,,,,,,,,
13,,,,,,,0.4,131.1,,,,,,,Jimmy Graham,te,51.7,4.1,556.9,,,,,,,,
14,,,,,,,0.1,131.0,,,,,,,Mark Andrews,te,46.0,4.1,606.3,,,,,,,,
15,,,,,,,0.4,129.1,,,,,,,Kyle Rudolph,te,52.6,4.3,513.5,,,,,,,,
16,,,,,,,0.8,127.6,,,,,,,Jack Doyle,te,54.0,4.1,506.4,,,,,,,,
17,,,,,,,0.5,126.0,,,,,,,Trey Burton,te,48.4,4.3,527.2,,,,,,,,
18,,,,,,,0.1,124.1,,,,,,,Greg Olsen,te,45.1,4.4,527.9,,,,,,,,
19,,,,,,,1.1,118.6,,,,,,,T.J. Hockenson,te,48.2,3.7,506.7,,,,,,,,
20,,,,,,,0.6,117.6,,,,,,,Noah Fant,te,45.9,3.6,515.0,,,,,,,,
21,,,,,,,0.1,112.0,,,,,,,Tyler Eifert,te,42.9,3.6,476.9,,,,,,,,
22,,,,,,,0.4,109.8,,,,,,,Jason Witten,te,45.6,3.4,446.7,,,,,,,,
23,,,,,,,0.1,96.3,,,,,,,Chris Herndon IV,te,33.9,3.5,416.8,,,,,,,,
24,,,,,,,0.4,95.5,,,,,,,Darren Waller,te,37.5,3.0,409.4,,,,,,,,
25,,,,,,,0.1,93.9,,,,,,,Dallas Goedert,te,34.4,4.0,357.2,,,,,,,,
26,,,,,,,0.8,81.9,,,,,,,Mike Gesicki,te,35.0,2.2,353.3,,,,,,,,
27,,,,,,,0.1,77.7,,,,,,,Geoff Swaim,te,32.9,2.0,327.8,,,,,,,,
28,,,,,,,0.1,76.5,,,,,,,Will Dissly,te,25.1,3.1,330.4,,,,,,,,
29,,,,,,,0.4,74.8,,,,,,,Cameron Brate,te,27.5,3.1,293.2,,,,,,,,
30,,,,,,,0.1,74.3,,,,,,,Vernon Davis,te,27.3,2.1,344.8,,,,,,,,
31,,,,,,,0.1,73.3,,,,,,,Gerald Everett,te,27.7,2.6,301.0,,,,,,,,
32,,,,,,,0.1,72.0,,,,,,,Benjamin Watson,te,27.5,2.2,317.0,,,,,,,,
33,,,,,,,0.6,67.6,,,,,,,Jace Sternberger,te,26.9,2.2,285.6,,,,,,,,
34,,,,,,,0.0,65.2,,,,,,,Ian Thomas,te,26.3,2.0,267.4,,,,,,,,
35,,,,,,,0.6,61.8,,,,,,,Josh Oliver,te,25.9,1.5,280.3,,,,,,,,
36,,,,,,,0.1,61.2,,,,,,,Jordan Thomas,te,23.0,2.2,252.3,,,,,,,,
37,,,,,,,0.1,60.4,,,,,,,Matt LaCosse,te,24.4,1.5,268.4,,,,,,,,
38,,,,,,,0.0,59.8,,,,,,,Ricky Seals-Jones,te,23.0,1.8,257.1,,,,,,,,
39,,,,,,,0.4,56.7,,,,,,,Charles Clay,te,24.7,1.5,237.3,,,,,,,,
40,,,,,,,0.1,56.2,,,,,,,Hayden Hurst,te,20.5,1.9,245.9,,,,,,,,
41,,,,,,,0.0,56.2,,,,,,,C.J. Uzomah,te,23.3,1.5,239.9,,,,,,,,
42,,,,,,,0.0,56.1,,,,,,,Blake Jarwin,te,21.8,1.8,233.6,,,,,,,,
43,,,,,,,0.0,55.3,,,,,,,Tyler Higbee,te,21.2,1.7,240.0,,,,,,,,
44,,,,,,,0.0,54.2,,,,,,,Jesse James,te,21.9,1.6,228.1,,,,,,,,
45,,,,,,,0.6,52.0,,,,,,,Irv Smith Jr.,te,21.2,1.7,218.2,,,,,,,,
46,,,,,,,0.0,50.8,,,,,,,Jeff Heuerman,te,21.0,1.6,204.0,,,,,,,,
47,,,,,,,0.0,50.6,,,,,,,Nick Vannett,te,21.0,1.6,202.1,,,,,,,,
48,,,,,,,0.0,49.3,,,,,,,Adam Shaheen,te,19.5,1.7,198.0,,,,,,,,
49,,,,,,,0.1,47.3,,,,,,,Tyler Kroft,te,19.2,1.4,200.5,,,,,,,,
50,,,,,,,0.1,44.8,,,,,,,Mo Alie-Cox,te,14.9,1.8,194.0,,,,,,,,
51,,,,,,,0.0,44.7,,,,,,,Rhett Ellison,te,18.1,1.2,191.5,,,,,,,,
52,,,,,,,0.1,43.9,,,,,,,Dawson Knox,te,17.3,1.1,200.1,,,,,,,,
53,,,,,,,0.0,42.6,,,,,,,James O'Shaughnessy,te,18.1,1.1,181.7,,,,,,,,
54,,,,,,,0.5,42.2,,,,,,,Kahale Warring,te,17.3,1.3,184.9,,,,,,,,
55,,,,,,,0.7,41.9,,,,,,,Jason Croom,te,16.7,1.1,196.8,,,,,,,,
56,,,,,,,0.0,41.2,,,,,,,Jonnu Smith,te,16.5,1.2,177.8,,,,,,,,
57,,,,,,,0.5,37.5,,,,,,,Virgil Green,te,15.0,1.2,160.8,,,,,,,,
58,,,,,,,0.0,37.1,,,,,,,Jordan Akins,te,14.4,1.0,169.9,,,,,,,,
59,,,,,,,0.5,34.8,,,,,,,Drew Sample,te,14.5,1.2,141.2,,,,,,,,
60,,,,,,,0.0,33.3,,,,,,,Dwayne Allen,te,14.9,0.9,129.0,,,,,,,,
61,,,,,,,0.1,33.2,,,,,,,Jacob Hollister,te,12.8,1.1,141.8,,,,,,,,
62,,,,,,,0.1,32.9,,,,,,,Jake Butt,te,13.0,1.1,135.2,,,,,,,,
63,,,,,,,0.1,32.4,,,,,,,Maxx Williams,te,14.7,0.8,130.7,,,,,,,,
64,,,,,,,0.0,32.2,,,,,,,Tanner Hudson,te,12.0,1.0,142.0,,,,,,,,
65,,,,,,,0.0,32.2,,,,,,,Demetrius Harris,te,11.0,1.4,125.9,,,,,,,,
66,,,,,,,0.5,30.6,,,,,,,Josh Hill,te,12.8,1.0,127.6,,,,,,,,
67,,,,,,,0.0,30.5,,,,,,,Jakob Johnson,te,12.0,1.0,125.0,,,,,,,,
68,,,,,,,0.1,30.2,,,,,,,Nick O'Leary,te,10.8,0.9,138.4,,,,,,,,
69,,,,,,,0.0,30.0,,,,,,,Ed Dickson,te,11.3,1.1,122.3,,,,,,,,
70,,,,,,,0.6,29.0,,,,,,,Xavier Grimble,te,11.2,1.0,131.9,,,,,,,,
71,,,,,,,0.0,29.0,,,,,,,Ryan Griffin,te,11.8,0.8,124.6,,,,,,,,
72,,,,,,,0.0,26.4,,,,,,,Logan Paulsen,te,9.7,1.0,104.9,,,,,,,,
73,,,,,,,0.0,25.7,,,,,,,Levine Toilolo,te,9.7,0.8,111.9,,,,,,,,
74,,,,,,,0.0,25.3,,,,,,,Anthony Firkser,te,9.3,0.9,108.7,,,,,,,,
75,,,,,,,0.0,25.1,,,,,,,Eric Tomlinson,te,10.9,0.7,101.1,,,,,,,,
76,,,,,,,0.0,24.6,,,,,,,Luke Willson,te,11.7,0.4,102.2,,,,,,,,
77,,,,,,,0.0,23.9,,,,,,,Nick Boyle,te,10.5,0.6,100.9,,,,,,,,
78,,,,,,,0.0,23.8,,,,,,,Foster Moreau,te,9.7,0.7,98.0,,,,,,,,
79,,,,,,,0.0,22.1,,,,,,,Derek Carrier,te,8.1,1.0,82.1,,,,,,,,
80,,,,,,,0.0,21.9,,,,,,,Blake Bell,te,8.5,0.8,88.1,,,,,,,,
81,,,,,,,0.0,21.6,,,,,,,Zach Gentry,te,8.6,0.7,91.1,,,,,,,,
82,,,,,,,0.0,21.1,,,,,,,Luke Stocker,te,6.9,1.1,76.0,,,,,,,,
83,,,,,,,0.0,21.0,,,,,,,MyCole Pruitt,te,8.1,0.8,83.3,,,,,,,,
84,,,,,,,0.0,19.8,,,,,,,Robert Tonyan,te,6.5,0.6,97.3,,,,,,,,
85,,,,,,,0.0,19.6,,,,,,,Garrett Celek,te,6.3,0.9,80.6,,,,,,,,
86,,,,,,,0.0,19.2,,,,,,,Dan Arnold,te,6.9,0.7,77.9,,,,,,,,
87,,,,,,,0.0,19.0,,,,,,,Tyler Conklin,te,7.8,0.5,80.9,,,,,,,,
88,,,,,,,0.1,18.9,,,,,,,Trevon Wesco,te,7.5,0.6,81.1,,,,,,,,
89,,,,,,,0.0,18.6,,,,,,,Marcedes Lewis,te,6.6,0.7,75.6,,,,,,,,
90,,,,,,,0.0,18.3,,,,,,,Lance Kendricks,te,7.7,0.6,73.0,,,,,,,,
91,,,,,,,0.1,17.5,,,,,,,Daniel Brown,te,6.9,0.5,75.6,,,,,,,,
92,,,,,,,0.0,17.2,,,,,,,Alize Mack,te,6.9,0.6,67.1,,,,,,,,
93,,,,,,,0.0,17.2,,,,,,,Stephen Anderson,te,6.1,0.5,83.2,,,,,,,,
94,,,,,,,0.0,16.9,,,,,,,Garrett Griffin,te,6.0,1.0,49.0,,,,,,,,
95,,,,,,,0.0,16.9,,,,,,,Kaden Smith,te,6.4,0.6,71.6,,,,,,,,
96,,,,,,,0.0,16.7,,,,,,,Isaac Nauta,te,6.9,0.6,65.0,,,,,,,,
97,,,,,,,0.0,16.7,,,,,,,Chris Manhertz,te,5.3,0.7,74.4,,,,,,,,
98,,,,,,,0.0,16.6,,,,,,,Seth DeValve,te,6.0,0.5,74.4,,,,,,,,
99,,,,,,,0.0,16.0,,,,,,,Antony Auclair,te,7.1,0.4,63.6,,,,,,,,
100,,,,,,,0.1,15.7,,,,,,,Dalton Schultz,te,7.0,0.3,72.6,,,,,,,,
101,,,,,,,0.1,15.0,,,,,,,Jeremy Sprinkle,te,5.9,0.5,61.9,,,,,,,,
102,,,,,,,0.0,14.9,,,,,,,Darren Fells,te,5.3,0.4,70.4,,,,,,,,
103,,,,,,,0.1,14.6,,,,,,,Durham Smythe,te,6.0,0.4,64.5,,,,,,,,
104,,,,,,,0.0,13.1,,,,,,,Cethan Carter,te,5.0,0.6,47.1,,,,,,,,
105,,,,,,,0.0,12.6,,,,,,,Richard Rodgers,te,4.9,0.4,54.1,,,,,,,,
106,,,,,,,0.0,11.7,,,,,,,Caleb Wilson,te,5.3,0.1,57.7,,,,,,,,
107,,,,,,,0.0,11.6,,,,,,,Jordan Franks,te,4.2,0.4,49.9,,,,,,,,
108,,,,,,,0.0,10.8,,,,,,,Jason Vander Laan,te,2.4,0.5,53.3,,,,,,,,
